datetime,filename,status,inliers,H00,H01,H02,H10,H11,H12,H20,H21,H22
2026-05-04T15:00:00,1777906800_20260504_150000_PTM61474.jpg,reference,2491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2026-05-06T15:00:00,1778079600_20260506_150000_PTM61474.jpg,ok,443,0.9775808852358278,0.0002524534301142849,3.723422041476465,-0.0007007167034981855,0.9775998116176092,6.5278603443164345,-6.141772595296276e-07,-7.241688631455912e-06,1.0
