timestamp_proc,cam_id,cam_name,img_timestamp,status,detail
2026-06-04T20:25:47.592222,8210,CAM 6,1779969600,OK,
2026-06-04T20:25:47.743247,8210,CAM 6,1780056000,OK,
2026-06-04T20:25:47.925819,8210,CAM 6,1780142400,OK,
2026-06-04T20:25:48.093926,8210,CAM 6,1780228800,OK,
2026-06-04T20:25:48.250625,8210,CAM 6,1780315200,OK,
2026-06-04T20:25:48.536755,8211,CAM 4,1779624000,OK,
2026-06-04T20:25:48.740983,8211,CAM 4,1779710400,OK,
2026-06-04T20:25:48.962405,8211,CAM 4,1779796800,OK,
2026-06-04T20:25:49.126816,8211,CAM 4,1779883200,OK,
2026-06-04T20:25:49.299457,8211,CAM 4,1780056000,OK,
2026-06-04T20:25:49.469481,8211,CAM 4,1780142400,OK,
2026-06-04T20:25:49.696594,8211,CAM 4,1780228800,OK,
2026-06-04T20:25:49.862878,8211,CAM 4,1780315200,OK,
2026-06-04T20:25:50.169232,8212,CAM 3,1779537600,OK,
2026-06-04T20:25:50.382473,8212,CAM 3,1779624000,OK,
2026-06-04T20:25:50.638973,8212,CAM 3,1779710400,OK,
2026-06-04T20:25:50.848865,8212,CAM 3,1779796800,OK,
2026-06-04T20:25:51.052116,8212,CAM 3,1779883200,OK,
2026-06-04T20:25:51.274773,8212,CAM 3,1779969600,OK,
2026-06-04T20:25:51.487080,8212,CAM 3,1780056000,OK,
2026-06-04T20:25:51.714515,8212,CAM 3,1780142400,OK,
2026-06-04T20:25:51.953685,8212,CAM 3,1780228800,OK,
2026-06-04T20:25:52.125800,8212,CAM 3,1780315200,OK,
2026-06-04T20:25:52.419650,8213,CAM 1,1779537600,OK,
2026-06-04T20:25:52.648830,8213,CAM 1,1779624000,OK,
2026-06-04T20:25:52.868294,8213,CAM 1,1779710400,OK,
2026-06-04T20:25:53.194751,8213,CAM 1,1779796800,OK,
2026-06-04T20:25:53.420676,8213,CAM 1,1779883200,OK,
2026-06-04T20:25:53.597535,8213,CAM 1,1779969600,OK,
2026-06-04T20:25:53.762763,8213,CAM 1,1780056000,OK,
2026-06-04T20:25:53.935747,8213,CAM 1,1780142400,OK,
2026-06-04T20:25:54.102091,8213,CAM 1,1780228800,OK,
2026-06-04T20:25:54.263076,8213,CAM 1,1780315200,OK,
2026-06-04T20:25:54.558007,8214,CAM 2,1779537600,OK,
2026-06-04T20:25:54.723639,8214,CAM 2,1779624000,OK,
2026-06-04T20:25:54.886323,8214,CAM 2,1779710400,OK,
2026-06-04T20:25:55.044244,8214,CAM 2,1779796800,OK,
2026-06-04T20:25:55.394832,8214,CAM 2,1779883200,OK,
2026-06-04T20:25:55.571475,8214,CAM 2,1779969600,OK,
2026-06-04T20:25:55.732906,8214,CAM 2,1780056000,OK,
2026-06-04T20:25:55.891450,8214,CAM 2,1780142400,OK,
2026-06-04T20:25:56.064123,8214,CAM 2,1780228800,OK,
2026-06-04T20:25:56.236847,8214,CAM 2,1780315200,OK,
2026-06-04T20:30:10.231440,8209,CAM 5,1779469200,OK,
2026-06-04T20:30:10.476348,8209,CAM 5,1779472800,OK,
2026-06-04T20:30:10.693125,8209,CAM 5,1779512400,OK,
2026-06-04T20:30:10.934487,8209,CAM 5,1779516000,OK,
2026-06-04T20:30:11.161763,8209,CAM 5,1779519600,OK,
2026-06-04T20:30:11.391476,8209,CAM 5,1779523200,OK,
2026-06-04T20:30:11.638994,8209,CAM 5,1779526800,OK,
2026-06-04T20:30:11.863772,8209,CAM 5,1779530400,OK,
2026-06-04T20:30:12.051747,8209,CAM 5,1779534000,OK,
2026-06-04T20:30:12.215393,8209,CAM 5,1779541200,OK,
2026-06-04T20:30:12.405988,8209,CAM 5,1779544800,OK,
2026-06-04T20:30:12.626361,8209,CAM 5,1779548400,OK,
2026-06-04T20:30:12.843826,8209,CAM 5,1779552000,OK,
2026-06-04T20:30:13.018619,8209,CAM 5,1779555600,OK,
2026-06-04T20:30:13.189833,8209,CAM 5,1779559200,OK,
2026-06-04T20:30:13.364757,8209,CAM 5,1779598800,OK,
2026-06-04T20:30:13.556224,8209,CAM 5,1779602400,OK,
2026-06-04T20:30:13.722477,8209,CAM 5,1779606000,OK,
2026-06-04T20:30:13.919292,8209,CAM 5,1779609600,OK,
2026-06-04T20:30:14.101711,8209,CAM 5,1779613200,OK,
2026-06-04T20:30:14.277799,8209,CAM 5,1779616800,OK,
2026-06-04T20:30:14.460293,8209,CAM 5,1779620400,OK,
2026-06-04T20:30:14.656866,8209,CAM 5,1779627600,OK,
2026-06-04T20:30:14.823783,8209,CAM 5,1779631200,OK,
2026-06-04T20:30:15.042508,8209,CAM 5,1779634800,OK,
2026-06-04T20:30:15.255415,8209,CAM 5,1779638400,OK,
2026-06-04T20:30:15.455555,8209,CAM 5,1779642000,OK,
2026-06-04T20:30:15.623104,8209,CAM 5,1779645600,OK,
2026-06-04T20:30:15.790499,8209,CAM 5,1779685200,OK,
2026-06-04T20:30:15.950892,8209,CAM 5,1779688800,OK,
2026-06-04T20:30:16.114102,8209,CAM 5,1779692400,OK,
2026-06-04T20:30:16.280442,8209,CAM 5,1779696000,OK,
2026-06-04T20:30:16.473310,8209,CAM 5,1779699600,OK,
2026-06-04T20:30:16.632972,8209,CAM 5,1779703200,OK,
2026-06-04T20:30:16.804825,8209,CAM 5,1779706800,OK,
2026-06-04T20:30:16.969888,8209,CAM 5,1779714000,OK,
2026-06-04T20:30:17.136081,8209,CAM 5,1779717600,OK,
2026-06-04T20:30:17.295138,8209,CAM 5,1779721200,OK,
2026-06-04T20:30:17.468495,8209,CAM 5,1779724800,OK,
2026-06-04T20:30:17.631428,8209,CAM 5,1779728400,OK,
2026-06-04T20:30:17.789652,8209,CAM 5,1779732000,OK,
2026-06-04T20:30:17.953104,8209,CAM 5,1779771600,OK,
2026-06-04T20:30:18.157069,8209,CAM 5,1779775200,OK,
2026-06-04T20:30:18.326890,8209,CAM 5,1779778800,OK,
2026-06-04T20:30:18.494921,8209,CAM 5,1779779400,OK,
2026-06-04T20:30:18.660972,8209,CAM 5,1779780000,OK,
2026-06-04T20:30:18.827465,8209,CAM 5,1779780600,OK,
2026-06-04T20:30:19.061286,8209,CAM 5,1779781200,OK,
2026-06-04T20:30:19.224671,8209,CAM 5,1779781800,OK,
2026-06-04T20:30:19.418433,8209,CAM 5,1779782400,OK,
2026-06-04T20:30:19.611642,8209,CAM 5,1779783000,OK,
2026-06-04T20:30:19.785270,8209,CAM 5,1779783600,OK,
2026-06-04T20:30:19.958065,8209,CAM 5,1779784200,OK,
2026-06-04T20:30:20.121620,8209,CAM 5,1779784800,OK,
2026-06-04T20:30:20.281941,8209,CAM 5,1779785400,OK,
2026-06-04T20:30:20.444573,8209,CAM 5,1779786000,OK,
2026-06-04T20:30:20.611148,8209,CAM 5,1779786600,OK,
2026-06-04T20:30:20.775459,8209,CAM 5,1779787200,OK,
2026-06-04T20:30:20.934326,8209,CAM 5,1779787800,OK,
2026-06-04T20:30:21.106634,8209,CAM 5,1779788400,OK,
2026-06-04T20:30:21.268051,8209,CAM 5,1779789000,OK,
2026-06-04T20:30:21.434860,8209,CAM 5,1779789600,OK,
2026-06-04T20:30:21.643053,8209,CAM 5,1779790200,OK,
2026-06-04T20:30:21.811919,8209,CAM 5,1779790800,OK,
2026-06-04T20:30:21.988038,8209,CAM 5,1779791400,OK,
2026-06-04T20:30:22.161790,8209,CAM 5,1779792000,OK,
2026-06-04T20:30:22.329461,8209,CAM 5,1779792600,OK,
2026-06-04T20:30:22.486646,8209,CAM 5,1779793200,OK,
2026-06-04T20:30:22.656308,8209,CAM 5,1779800400,OK,
2026-06-04T20:30:22.827293,8209,CAM 5,1779804000,OK,
2026-06-04T20:30:22.989039,8209,CAM 5,1779807600,OK,
2026-06-04T20:30:23.144392,8209,CAM 5,1779811200,OK,
2026-06-04T20:30:23.299924,8209,CAM 5,1779814800,OK,
2026-06-04T20:30:23.476998,8209,CAM 5,1779818400,OK,
2026-06-04T20:30:23.640938,8209,CAM 5,1779858000,OK,
2026-06-04T20:30:23.860242,8209,CAM 5,1779861600,OK,
2026-06-04T20:30:24.046883,8209,CAM 5,1779865200,OK,
2026-06-04T20:30:24.266221,8209,CAM 5,1779868800,OK,
2026-06-04T20:30:24.443683,8209,CAM 5,1779872400,OK,
2026-06-04T20:30:24.631756,8209,CAM 5,1779876000,OK,
2026-06-04T20:30:24.804686,8209,CAM 5,1779879600,OK,
2026-06-04T20:30:24.986841,8209,CAM 5,1779886800,OK,
2026-06-04T20:30:25.171767,8209,CAM 5,1779890400,OK,
2026-06-04T20:30:25.328068,8209,CAM 5,1779894000,OK,
2026-06-04T20:30:25.511416,8209,CAM 5,1779897600,OK,
2026-06-04T20:30:25.670486,8209,CAM 5,1779901200,OK,
2026-06-04T20:30:25.852091,8209,CAM 5,1779904800,OK,
2026-06-04T20:30:26.094140,8209,CAM 5,1779944400,OK,
2026-06-04T20:30:26.299349,8209,CAM 5,1779948000,OK,
2026-06-04T20:30:26.474977,8209,CAM 5,1779951600,OK,
2026-06-04T20:30:26.638837,8209,CAM 5,1779955200,OK,
2026-06-04T20:30:26.797540,8209,CAM 5,1779958800,OK,
2026-06-04T20:30:27.010254,8209,CAM 5,1779962400,OK,
2026-06-04T20:30:27.186491,8209,CAM 5,1779966000,OK,
2026-06-04T20:30:27.369800,8209,CAM 5,1779973200,OK,
2026-06-04T20:30:27.558322,8209,CAM 5,1779976800,OK,
2026-06-04T20:30:27.720010,8209,CAM 5,1779980400,OK,
2026-06-04T20:30:27.913317,8209,CAM 5,1779984000,OK,
2026-06-04T20:30:28.124321,8209,CAM 5,1779987600,OK,
2026-06-04T20:30:28.659970,8209,CAM 5,1779991200,OK,
2026-06-04T20:30:28.871438,8209,CAM 5,1780030800,OK,
2026-06-04T20:30:29.037306,8209,CAM 5,1780034400,OK,
2026-06-04T20:30:29.199118,8209,CAM 5,1780038000,OK,
2026-06-04T20:30:29.364703,8209,CAM 5,1780041600,OK,
2026-06-04T20:30:29.557419,8209,CAM 5,1780045200,OK,
2026-06-04T20:30:29.720232,8209,CAM 5,1780048800,OK,
2026-06-04T20:30:29.879383,8209,CAM 5,1780052400,OK,
2026-06-04T20:30:30.034903,8209,CAM 5,1780059600,OK,
2026-06-04T20:30:30.216702,8209,CAM 5,1780063200,OK,
2026-06-04T20:30:30.378985,8209,CAM 5,1780066800,OK,
2026-06-04T20:30:30.536577,8209,CAM 5,1780070400,OK,
2026-06-04T20:30:30.696008,8209,CAM 5,1780074000,OK,
2026-06-04T20:30:30.850540,8209,CAM 5,1780077600,OK,
2026-06-04T20:30:31.011227,8209,CAM 5,1780117200,OK,
2026-06-04T20:30:31.191970,8209,CAM 5,1780120800,OK,
2026-06-04T20:30:31.361708,8209,CAM 5,1780124400,OK,
2026-06-04T20:30:31.522999,8209,CAM 5,1780128000,OK,
2026-06-04T20:30:31.692807,8209,CAM 5,1780131600,OK,
2026-06-04T20:30:31.858845,8209,CAM 5,1780135200,OK,
2026-06-04T20:30:32.030269,8209,CAM 5,1780138800,OK,
2026-06-04T20:30:32.206160,8209,CAM 5,1780146000,OK,
2026-06-04T20:30:32.372294,8209,CAM 5,1780149600,OK,
2026-06-04T20:30:32.540330,8209,CAM 5,1780153200,OK,
2026-06-04T20:30:32.779918,8209,CAM 5,1780156800,OK,
2026-06-04T20:30:32.941721,8209,CAM 5,1780160400,OK,
2026-06-04T20:30:33.162999,8209,CAM 5,1780164000,OK,
2026-06-04T20:30:33.448283,8209,CAM 5,1780203600,OK,
2026-06-04T20:30:33.656913,8209,CAM 5,1780207200,OK,
2026-06-04T20:30:33.858302,8209,CAM 5,1780210800,OK,
2026-06-04T20:30:34.126912,8209,CAM 5,1780214400,OK,
2026-06-04T20:30:35.177046,8209,CAM 5,1780218000,OK,
2026-06-04T20:30:35.922500,8209,CAM 5,1780221600,OK,
2026-06-04T20:30:36.714882,8209,CAM 5,1780225200,OK,
2026-06-04T20:30:37.134990,8209,CAM 5,1780232400,OK,
2026-06-04T20:30:37.485661,8209,CAM 5,1780236000,OK,
2026-06-04T20:30:37.641968,8209,CAM 5,1780239600,OK,
2026-06-04T20:30:37.817367,8209,CAM 5,1780243200,OK,
2026-06-04T20:30:37.978011,8209,CAM 5,1780246800,OK,
2026-06-04T20:30:38.320487,8209,CAM 5,1780250400,OK,
2026-06-04T20:30:38.491272,8209,CAM 5,1780290000,OK,
2026-06-04T20:30:38.672696,8209,CAM 5,1780293600,OK,
2026-06-04T20:30:38.835180,8209,CAM 5,1780297200,OK,
2026-06-04T20:30:39.013798,8209,CAM 5,1780300800,OK,
2026-06-04T20:30:39.197091,8209,CAM 5,1780304400,OK,
2026-06-04T20:30:39.375711,8209,CAM 5,1780308000,OK,
2026-06-04T20:30:39.552321,8209,CAM 5,1780311600,OK,
2026-06-04T20:30:39.718198,8209,CAM 5,1780318800,OK,
2026-06-04T20:30:39.912423,8209,CAM 5,1780322400,OK,
2026-06-04T20:30:40.139294,8209,CAM 5,1780326000,OK,
2026-06-04T20:30:40.302570,8209,CAM 5,1780329600,OK,
2026-06-04T20:30:40.519458,8209,CAM 5,1780333200,OK,
2026-06-04T20:30:40.721413,8209,CAM 5,1780336800,OK,
2026-06-04T20:30:40.993200,8209,CAM 5,1780376400,OK,
2026-06-04T20:30:41.229236,8209,CAM 5,1780380000,OK,
2026-06-04T20:30:41.563973,8209,CAM 5,1780383600,OK,
2026-06-04T20:30:41.889340,8209,CAM 5,1780387200,OK,
2026-06-04T20:30:42.118296,8209,CAM 5,1780390800,OK,
2026-06-04T20:30:42.339238,8209,CAM 5,1780394400,OK,
2026-06-04T20:30:42.612712,8209,CAM 5,1780398000,OK,
2026-06-04T20:30:42.860845,8209,CAM 5,1780405200,OK,
2026-06-04T20:30:43.146283,8209,CAM 5,1780408800,OK,
2026-06-04T20:30:43.394958,8209,CAM 5,1780412400,OK,
2026-06-04T20:30:43.660645,8209,CAM 5,1780416000,OK,
2026-06-04T20:30:44.000002,8209,CAM 5,1780419600,OK,
2026-06-04T20:30:44.229146,8209,CAM 5,1780423200,OK,
2026-06-04T20:30:44.559165,8209,CAM 5,1780462800,OK,
2026-06-04T20:30:44.757091,8209,CAM 5,1780466400,OK,
2026-06-04T20:30:44.970028,8209,CAM 5,1780470000,OK,
2026-06-04T20:30:45.289053,8209,CAM 5,1780473600,OK,
2026-06-04T20:30:45.473570,8209,CAM 5,1780477200,OK,
2026-06-04T20:30:45.663007,8209,CAM 5,1780480800,OK,
2026-06-04T20:30:45.852382,8209,CAM 5,1780484400,OK,
2026-06-04T20:30:46.036554,8209,CAM 5,1780491600,OK,
2026-06-04T20:30:46.189983,8209,CAM 5,1780495200,OK,
2026-06-04T20:30:46.363082,8209,CAM 5,1780498800,OK,
2026-06-04T20:30:46.524608,8209,CAM 5,1780502400,OK,
2026-06-04T20:30:46.692903,8209,CAM 5,1780506000,OK,
2026-06-04T20:30:46.877405,8209,CAM 5,1780509600,OK,
2026-06-04T20:30:47.045310,8209,CAM 5,1780549200,OK,
2026-06-04T20:30:47.203181,8209,CAM 5,1780552800,OK,
2026-06-04T20:30:47.357913,8209,CAM 5,1780556400,OK,
2026-06-04T20:30:47.523941,8209,CAM 5,1780560000,OK,
2026-06-04T20:30:47.676760,8209,CAM 5,1780563600,OK,
2026-06-04T20:30:47.851686,8209,CAM 5,1780567200,OK,
2026-06-04T20:30:48.007111,8209,CAM 5,1780570800,OK,
2026-06-04T20:30:48.182631,8209,CAM 5,1780578000,OK,
2026-06-04T20:30:48.348190,8209,CAM 5,1780581600,OK,
2026-06-04T20:30:48.505732,8209,CAM 5,1780585200,OK,
2026-06-04T20:30:48.678286,8209,CAM 5,1780588800,OK,
2026-06-04T20:30:48.864577,8209,CAM 5,1780592400,OK,
2026-06-04T20:30:49.050447,8209,CAM 5,1780596000,OK,
2026-06-04T20:30:49.383512,8210,CAM 6,1779469200,OK,
2026-06-04T20:30:49.568827,8210,CAM 6,1779472800,OK,
2026-06-04T20:30:49.731251,8210,CAM 6,1779512400,OK,
2026-06-04T20:30:49.959850,8210,CAM 6,1779516000,OK,
2026-06-04T20:30:50.186547,8210,CAM 6,1779519600,OK,
2026-06-04T20:30:50.378995,8210,CAM 6,1779523200,OK,
2026-06-04T20:30:50.569153,8210,CAM 6,1779526800,OK,
2026-06-04T20:30:50.728455,8210,CAM 6,1779530400,OK,
2026-06-04T20:30:51.277190,8210,CAM 6,1779534000,OK,
2026-06-04T20:30:51.464322,8210,CAM 6,1779541200,OK,
2026-06-04T20:30:51.623090,8210,CAM 6,1779544800,OK,
2026-06-04T20:30:51.790075,8210,CAM 6,1779548400,OK,
2026-06-04T20:30:52.036409,8210,CAM 6,1779552000,OK,
2026-06-04T20:30:52.208792,8210,CAM 6,1779555600,OK,
2026-06-04T20:30:52.394633,8210,CAM 6,1779559200,OK,
2026-06-04T20:30:52.548606,8210,CAM 6,1779598800,OK,
2026-06-04T20:30:52.722975,8210,CAM 6,1779602400,OK,
2026-06-04T20:30:52.902865,8210,CAM 6,1779606000,OK,
2026-06-04T20:30:53.114725,8210,CAM 6,1779609600,OK,
2026-06-04T20:30:53.309240,8210,CAM 6,1779613200,OK,
2026-06-04T20:30:53.551488,8210,CAM 6,1779616800,OK,
2026-06-04T20:30:53.833110,8210,CAM 6,1779620400,OK,
2026-06-04T20:30:54.003597,8210,CAM 6,1779627600,OK,
2026-06-04T20:30:54.214225,8210,CAM 6,1779631200,OK,
2026-06-04T20:30:54.402651,8210,CAM 6,1779634800,OK,
2026-06-04T20:30:54.575963,8210,CAM 6,1779638400,OK,
2026-06-04T20:30:54.755839,8210,CAM 6,1779642000,OK,
2026-06-04T20:30:54.984702,8210,CAM 6,1779645600,OK,
2026-06-04T20:30:55.146571,8210,CAM 6,1779685200,OK,
2026-06-04T20:30:55.323964,8210,CAM 6,1779688800,OK,
2026-06-04T20:30:55.509491,8210,CAM 6,1779692400,OK,
2026-06-04T20:30:55.671649,8210,CAM 6,1779696000,OK,
2026-06-04T20:30:55.925149,8210,CAM 6,1779699600,OK,
2026-06-04T20:30:56.102324,8210,CAM 6,1779703200,OK,
2026-06-04T20:30:56.268606,8210,CAM 6,1779706800,OK,
2026-06-04T20:30:56.435914,8210,CAM 6,1779714000,OK,
2026-06-04T20:30:56.591250,8210,CAM 6,1779717600,OK,
2026-06-04T20:30:56.844749,8210,CAM 6,1779721200,OK,
2026-06-04T20:30:57.015510,8210,CAM 6,1779724800,OK,
2026-06-04T20:30:57.179829,8210,CAM 6,1779728400,OK,
2026-06-04T20:30:57.342418,8210,CAM 6,1779732000,OK,
2026-06-04T20:30:57.492642,8210,CAM 6,1779771600,OK,
2026-06-04T20:30:57.652563,8210,CAM 6,1779775200,OK,
2026-06-04T20:30:57.827084,8210,CAM 6,1779778800,OK,
2026-06-04T20:30:57.983102,8210,CAM 6,1779779400,OK,
2026-06-04T20:30:58.219440,8210,CAM 6,1779780000,OK,
2026-06-04T20:30:58.429480,8210,CAM 6,1779780600,OK,
2026-06-04T20:30:58.631162,8210,CAM 6,1779781200,OK,
2026-06-04T20:30:58.832400,8210,CAM 6,1779781800,OK,
2026-06-04T20:30:59.050796,8210,CAM 6,1779782400,OK,
2026-06-04T20:30:59.252684,8210,CAM 6,1779783000,OK,
2026-06-04T20:30:59.506844,8210,CAM 6,1779783600,OK,
2026-06-04T20:30:59.774218,8210,CAM 6,1779784200,OK,
2026-06-04T20:30:59.997381,8210,CAM 6,1779784800,OK,
2026-06-04T20:31:00.230179,8210,CAM 6,1779785400,OK,
2026-06-04T20:31:00.468510,8210,CAM 6,1779786000,OK,
2026-06-04T20:31:00.673935,8210,CAM 6,1779786600,OK,
2026-06-04T20:31:01.000562,8210,CAM 6,1779787200,OK,
2026-06-04T20:31:01.219855,8210,CAM 6,1779787800,OK,
2026-06-04T20:31:01.624466,8210,CAM 6,1779788400,OK,
2026-06-04T20:31:02.001538,8210,CAM 6,1779789000,OK,
2026-06-04T20:31:02.393637,8210,CAM 6,1779789600,OK,
2026-06-04T20:31:02.740971,8210,CAM 6,1779790200,OK,
2026-06-04T20:31:02.979910,8210,CAM 6,1779790800,OK,
2026-06-04T20:31:03.319518,8210,CAM 6,1779791400,OK,
2026-06-04T20:31:03.563152,8210,CAM 6,1779792000,OK,
2026-06-04T20:31:03.788983,8210,CAM 6,1779792600,OK,
2026-06-04T20:31:04.105483,8210,CAM 6,1779793200,OK,
2026-06-04T20:31:04.298103,8210,CAM 6,1779800400,OK,
2026-06-04T20:31:04.571815,8210,CAM 6,1779804000,OK,
2026-06-04T20:31:04.835376,8210,CAM 6,1779807600,OK,
2026-06-04T20:31:05.043512,8210,CAM 6,1779811200,OK,
2026-06-04T20:31:05.261147,8210,CAM 6,1779814800,OK,
2026-06-04T20:31:05.601100,8210,CAM 6,1779818400,OK,
2026-06-04T20:31:05.911221,8210,CAM 6,1779858000,OK,
2026-06-04T20:31:06.254241,8210,CAM 6,1779861600,OK,
2026-06-04T20:31:06.606101,8210,CAM 6,1779865200,OK,
2026-06-04T20:31:06.868480,8210,CAM 6,1779868800,OK,
2026-06-04T20:31:07.326288,8210,CAM 6,1779872400,OK,
2026-06-04T20:31:07.647625,8210,CAM 6,1779876000,OK,
2026-06-04T20:31:07.849170,8210,CAM 6,1779879600,OK,
2026-06-04T20:31:08.096780,8210,CAM 6,1779886800,OK,
2026-06-04T20:31:08.343260,8210,CAM 6,1779890400,OK,
2026-06-04T20:31:08.573438,8210,CAM 6,1779894000,OK,
2026-06-04T20:31:08.813102,8210,CAM 6,1779897600,OK,
2026-06-04T20:31:09.074576,8210,CAM 6,1779901200,OK,
2026-06-04T20:31:09.289845,8210,CAM 6,1779904800,OK,
2026-06-04T20:31:09.522104,8210,CAM 6,1779944400,OK,
2026-06-04T20:31:09.880489,8210,CAM 6,1779948000,OK,
2026-06-04T20:31:10.307385,8210,CAM 6,1779951600,OK,
2026-06-04T20:31:10.689612,8210,CAM 6,1779955200,OK,
2026-06-04T20:31:11.081993,8210,CAM 6,1779958800,OK,
2026-06-04T20:31:11.333503,8210,CAM 6,1779962400,OK,
2026-06-04T20:31:11.582053,8210,CAM 6,1779966000,OK,
2026-06-04T20:31:11.799191,8210,CAM 6,1779973200,OK,
2026-06-04T20:31:12.002070,8210,CAM 6,1779976800,OK,
2026-06-04T20:31:12.244354,8210,CAM 6,1779980400,OK,
2026-06-04T20:31:12.509688,8210,CAM 6,1779984000,OK,
2026-06-04T20:31:13.031930,8210,CAM 6,1779987600,OK,
2026-06-04T20:31:13.314903,8210,CAM 6,1779991200,OK,
2026-06-04T20:31:13.604359,8210,CAM 6,1780030800,OK,
2026-06-04T20:31:13.807059,8210,CAM 6,1780034400,OK,
2026-06-04T20:31:14.029005,8210,CAM 6,1780038000,OK,
2026-06-04T20:31:14.280729,8210,CAM 6,1780041600,OK,
2026-06-04T20:31:14.524846,8210,CAM 6,1780045200,OK,
2026-06-04T20:31:14.767429,8210,CAM 6,1780048800,OK,
2026-06-04T20:31:14.971773,8210,CAM 6,1780052400,OK,
2026-06-04T20:31:15.214887,8210,CAM 6,1780059600,OK,
2026-06-04T20:31:15.488095,8210,CAM 6,1780063200,OK,
2026-06-04T20:31:16.113316,8210,CAM 6,1780066800,OK,
2026-06-04T20:31:16.415754,8210,CAM 6,1780070400,OK,
2026-06-04T20:31:16.664370,8210,CAM 6,1780074000,OK,
2026-06-04T20:31:16.888026,8210,CAM 6,1780077600,OK,
2026-06-04T20:31:17.084218,8210,CAM 6,1780117200,OK,
2026-06-04T20:31:17.291198,8210,CAM 6,1780120800,OK,
2026-06-04T20:31:17.526640,8210,CAM 6,1780124400,OK,
2026-06-04T20:31:17.742782,8210,CAM 6,1780128000,OK,
2026-06-04T20:31:17.996579,8210,CAM 6,1780131600,OK,
2026-06-04T20:31:18.245433,8210,CAM 6,1780135200,OK,
2026-06-04T20:31:18.512221,8210,CAM 6,1780138800,OK,
2026-06-04T20:31:18.720501,8210,CAM 6,1780146000,OK,
2026-06-04T20:31:18.921997,8210,CAM 6,1780149600,OK,
2026-06-04T20:31:19.124357,8210,CAM 6,1780153200,OK,
2026-06-04T20:31:19.345769,8210,CAM 6,1780156800,OK,
2026-06-04T20:31:19.565197,8210,CAM 6,1780160400,OK,
2026-06-04T20:31:19.775173,8210,CAM 6,1780164000,OK,
2026-06-04T20:31:19.980470,8210,CAM 6,1780203600,OK,
2026-06-04T20:31:20.211514,8210,CAM 6,1780207200,OK,
2026-06-04T20:31:20.561077,8210,CAM 6,1780210800,OK,
2026-06-04T20:31:20.934153,8210,CAM 6,1780214400,OK,
2026-06-04T20:31:21.188099,8210,CAM 6,1780218000,OK,
2026-06-04T20:31:21.421103,8210,CAM 6,1780221600,OK,
2026-06-04T20:31:21.634264,8210,CAM 6,1780225200,OK,
2026-06-04T20:31:21.860264,8210,CAM 6,1780232400,OK,
2026-06-04T20:31:22.085726,8210,CAM 6,1780236000,OK,
2026-06-04T20:31:22.288067,8210,CAM 6,1780239600,OK,
2026-06-04T20:31:22.535944,8210,CAM 6,1780243200,OK,
2026-06-04T20:31:22.770265,8210,CAM 6,1780246800,OK,
2026-06-04T20:31:22.991220,8210,CAM 6,1780250400,OK,
2026-06-04T20:31:23.190841,8210,CAM 6,1780290000,OK,
2026-06-04T20:31:23.448776,8210,CAM 6,1780293600,OK,
2026-06-04T20:31:23.772462,8210,CAM 6,1780297200,OK,
